,Cohort,Total Cohort,Total Grads - n,Total Grads - % of cohort,Total Regents - n,Total Regents - % of cohort,Total Regents - % of grads,Advanced Regents - n,Advanced Regents - % of cohort,Advanced Regents - % of grads,Regents w/o Advanced - n,Regents w/o Advanced - % of cohort,Regents w/o Advanced - % of grads,Local - n,Local - % of cohort,Local - % of grads,Still Enrolled - n,Still Enrolled - % of cohort,Dropped Out - n,Dropped Out - % of cohort,BORO,Income,y
536,2001,162,20,12.3,2,1.2,10.0,0,0.0,0.0,2,1.2,10.0,18,11.1,90.0,129,79.59999999999998,13,8.0,X,44490,13.8
537,2002,145,20,13.8,3,2.1,15.0,0,0.0,0.0,3,2.1,15.0,17,11.7,85.0,111,76.59999999999998,13,9.0,X,44490,18.6
538,2003,145,27,18.6,4,2.8,14.8,0,0.0,0.0,4,2.8,14.8,23,15.9,85.2,101,69.7,16,11.0,X,44490,16.3
539,2004,153,25,16.3,5,3.3,20.0,0,0.0,0.0,5,3.3,20.0,20,13.1,80.0,117,76.5,10,6.5,X,44490,13.9
540,2005,144,20,13.9,5,3.5,25.0,0,0.0,0.0,5,3.5,25.0,15,10.4,75.0,98,68.1,21,14.6,X,44490,19.9
542,2001,321,184,57.3,77,24.0,41.8,13,4.0,7.1,64,19.9,34.8,107,33.3,58.2,75,23.4,46,14.3,X,44490,49.0
543,2002,343,168,49.0,49,14.3,29.2,5,1.5,3.0,44,12.8,26.2,119,34.7,70.8,114,33.2,46,13.4,X,44490,46.3
544,2003,369,171,46.3,70,19.0,40.9,34,9.2,19.9,36,9.8,21.1,101,27.4,59.1,107,29.0,78,21.1,X,44490,44.4
545,2004,358,159,44.4,75,20.9,47.2,33,9.2,20.8,42,11.7,26.4,84,23.5,52.8,83,23.2,105,29.3,X,44490,44.7
546,2005,329,147,44.7,105,31.9,71.40000000000002,20,6.1,13.6,85,25.8,57.8,42,12.8,28.6,90,27.4,85,25.8,X,44490,48.4
548,2001,74,20,27.0,4,5.4,20.0,0,0.0,0.0,4,5.4,20.0,16,21.6,80.0,32,43.2,18,24.3,X,44490,40.0
549,2002,70,28,40.0,19,27.1,67.9,0,0.0,0.0,19,27.1,67.9,9,12.9,32.1,20,28.6,11,15.7,X,44490,30.9
550,2003,81,25,30.9,12,14.8,48.0,0,0.0,0.0,12,14.8,48.0,13,16.0,52.0,11,13.6,25,30.9,X,44490,56.1
551,2004,82,46,56.1,31,37.8,67.4,0,0.0,0.0,31,37.8,67.4,15,18.3,32.6,7,8.5,20,24.4,X,44490,79.5
556,2004,56,28,50.0,8,14.3,28.6,1,1.8,3.6,7,12.5,25.0,20,35.70000000000001,71.40000000000002,19,33.9,9,16.1,M,110371,91.7
557,2005,48,44,91.7,18,37.5,40.9,0,0.0,0.0,18,37.5,40.9,26,54.2,59.1,0,0.0,1,2.1,M,110371,58.1
560,2005,99,45,45.5,37,37.4,82.2,0,0.0,0.0,37,37.4,82.2,8,8.1,17.8,39,39.4,11,11.1,M,110371,78.7
563,2004,79,47,59.5,33,41.8,70.2,0,0.0,0.0,33,41.8,70.2,14,17.7,29.8,26,32.9,5,6.3,M,110371,67.4
564,2005,92,62,67.4,31,33.7,50.0,0,0.0,0.0,31,33.7,50.0,31,33.7,50.0,22,23.9,6,6.5,M,110371,62.0
567,2001,105,63,60.0,43,41.0,68.3,3,2.9,4.8,40,38.1,63.5,20,19.0,31.7,20,19.0,15,14.3,M,110371,65.9
568,2002,123,81,65.9,64,52.0,79.0,2,1.6,2.5,62,50.4,76.5,17,13.8,21.0,18,14.6,15,12.2,M,110371,63.0
569,2003,154,97,63.0,70,45.5,72.2,11,7.1,11.3,59,38.3,60.8,27,17.5,27.8,15,9.7,9,5.8,M,110371,61.0
570,2004,159,97,61.0,59,37.1,60.8,7,4.4,7.2,52,32.7,53.6,38,23.9,39.2,44,27.7,2,1.3,M,110371,70.3
571,2005,128,90,70.3,67,52.3,74.4,14,10.9,15.6,53,41.4,58.9,23,18.0,25.6,26,20.3,1,0.8,M,110371,70.90000000000002
573,2001,450,159,35.3,99,22.0,62.3,24,5.3,15.1,75,16.7,47.2,60,13.3,37.7,153,34.0,127,28.2,M,110371,43.5
574,2002,496,216,43.5,144,29.0,66.7,27,5.4,12.5,117,23.6,54.2,72,14.5,33.3,170,34.3,104,21.0,M,110371,38.1
575,2003,601,229,38.1,148,24.6,64.6,33,5.5,14.4,115,19.1,50.2,81,13.5,35.4,198,32.9,155,25.8,M,110371,32.4
576,2004,568,184,32.4,104,18.3,56.5,17,3.0,9.2,87,15.3,47.3,80,14.1,43.5,216,38.0,146,25.7,M,110371,35.3
577,2005,580,205,35.3,120,20.7,58.5,32,5.5,15.6,88,15.2,42.9,85,14.7,41.5,244,42.1,105,18.1,M,110371,39.3
579,2001,226,202,89.4,198,87.6,98.0,0,0.0,0.0,198,87.6,98.0,4,1.8,2.0,18,8.0,6,2.7,M,110371,87.0
580,2002,230,200,87.0,160,69.6,80.0,0,0.0,0.0,160,69.6,80.0,40,17.4,20.0,18,7.8,7,3.0,M,110371,87.0
581,2003,230,200,87.0,140,60.9,70.0,0,0.0,0.0,140,60.9,70.0,60,26.1,30.0,25,10.9,5,2.2,M,110371,85.5
582,2004,227,194,85.5,169,74.4,87.1,0,0.0,0.0,169,74.4,87.1,25,11.0,12.9,29,12.8,4,1.8,M,110371,95.1
583,2005,246,234,95.1,199,80.9,85.0,0,0.0,0.0,199,80.9,85.0,35,14.2,15.0,7,2.8,1,0.4,M,110371,97.8
585,2001,592,519,87.7,487,82.3,93.8,243,41.0,46.8,244,41.2,47.0,32,5.4,6.2,69,11.7,4,0.7,M,110371,94.1
586,2002,563,530,94.1,524,93.1,98.9,230,40.9,43.4,294,52.2,55.5,6,1.1,1.1,27,4.8,1,0.2,M,110371,97.0
587,2003,535,519,97.0,503,94.0,96.9,437,81.7,84.2,66,12.3,12.7,16,3.0,3.1,15,2.8,1,0.2,M,110371,95.4
588,2004,614,586,95.4,579,94.3,98.8,385,62.7,65.7,194,31.6,33.1,7,1.1,1.2,26,4.2,2,0.3,M,110371,96.3
589,2005,655,631,96.3,622,95.0,98.6,414,63.2,65.6,208,31.8,33.0,9,1.4,1.4,21,3.2,3,0.5,M,110371,97.8
594,2002,111,67,60.4,36,32.4,53.7,0,0.0,0.0,36,32.4,53.7,31,27.9,46.3,27,24.3,17,15.3,M,110371,49.6
595,2003,113,56,49.6,30,26.5,53.6,2,1.8,3.6,28,24.8,50.0,26,23.0,46.4,38,33.6,16,14.2,M,110371,57.5
596,2004,106,61,57.5,37,34.9,60.7,5,4.7,8.2,32,30.2,52.5,24,22.6,39.3,23,21.7,21,19.8,M,110371,72.4
597,2005,98,71,72.4,51,52.0,71.8,3,3.1,4.2,48,49.0,67.6,20,20.4,28.2,19,19.4,7,7.1,M,110371,80.4
600,2002,165,108,65.5,72,43.6,66.7,1,0.6,0.9,71,43.0,65.7,36,21.8,33.3,45,27.3,9,5.5,M,110371,49.0
601,2003,151,74,49.0,41,27.2,55.4,1,0.7,1.4,40,26.5,54.1,33,21.9,44.6,40,26.5,32,21.2,M,110371,59.4
602,2004,155,92,59.4,62,40.0,67.4,10,6.5,10.9,52,33.5,56.5,30,19.4,32.6,31,20.0,31,20.0,M,110371,69.7
603,2005,152,106,69.7,84,55.3,79.2,11,7.2,10.4,73,48.0,68.9,22,14.5,20.8,30,19.7,9,5.9,M,110371,65.0
605,2001,312,52,16.7,5,1.6,9.6,0,0.0,0.0,5,1.6,9.6,47,15.1,90.4,206,66.0,43,13.8,M,110371,12.0
606,2002,266,32,12.0,3,1.1,9.4,0,0.0,0.0,3,1.1,9.4,29,10.9,90.6,197,74.09999999999998,30,11.3,M,110371,12.1
607,2003,290,35,12.1,5,1.7,14.3,0,0.0,0.0,5,1.7,14.3,30,10.3,85.7,187,64.5,61,21.0,M,110371,24.4
608,2004,197,48,24.4,7,3.6,14.6,0,0.0,0.0,7,3.6,14.6,41,20.8,85.4,113,57.4,33,16.8,M,110371,25.1
609,2005,227,57,25.1,14,6.2,24.6,0,0.0,0.0,14,6.2,24.6,43,18.9,75.4,131,57.7,35,15.4,M,110371,27.5
611,2003,84,75,89.3,75,89.3,100.0,24,28.6,32.0,51,60.7,68.0,0,0.0,0.0,5,6.0,4,4.8,M,110371,93.2
612,2004,117,109,93.2,104,88.9,95.4,41,35.0,37.6,63,53.8,57.8,5,4.3,4.6,7,6.0,1,0.9,M,110371,92.2
613,2005,102,94,92.2,89,87.3,94.7,22,21.6,23.4,67,65.7,71.3,5,4.9,5.3,7,6.9,1,1.0,M,110371,93.3
616,2003,27,21,77.8,16,59.3,76.2,5,18.5,23.8,11,40.7,52.4,5,18.5,23.8,5,18.5,1,3.7,M,110371,71.6
617,2004,67,48,71.6,39,58.2,81.3,12,17.9,25.0,27,40.3,56.3,9,13.4,18.8,14,20.9,5,7.5,M,110371,55.1
618,2005,69,38,55.1,32,46.4,84.2,7,10.1,18.4,25,36.2,65.8,6,8.7,15.8,24,34.8,0,0.0,M,110371,74.09999999999998
621,2001,414,275,66.4,259,62.6,94.2,175,42.3,63.6,84,20.3,30.5,16,3.9,5.8,93,22.5,31,7.5,M,35344,74.2
622,2002,431,320,74.2,305,70.8,95.3,227,52.7,70.90000000000002,78,18.1,24.4,15,3.5,4.7,74,17.2,27,6.3,M,35344,79.4
623,2003,306,243,79.4,228,74.5,93.8,171,55.9,70.40000000000002,57,18.6,23.5,15,4.9,6.2,36,11.8,22,7.2,M,35344,78.0
624,2004,313,244,78.0,217,69.3,88.9,163,52.1,66.8,54,17.3,22.1,27,8.6,11.1,40,12.8,15,4.8,M,35344,86.4
625,2005,418,361,86.4,331,79.2,91.7,232,55.5,64.3,99,23.7,27.4,30,7.2,8.3,37,8.9,9,2.2,M,35344,89.8
627,2001,61,41,67.2,12,19.7,29.3,0,0.0,0.0,12,19.7,29.3,29,47.5,70.7,14,23.0,5,8.2,M,35344,63.4
628,2002,71,45,63.4,16,22.5,35.6,3,4.2,6.7,13,18.3,28.9,29,40.8,64.4,14,19.7,12,16.9,M,35344,72.3
629,2003,83,60,72.3,29,34.9,48.3,0,0.0,0.0,29,34.9,48.3,31,37.3,51.7,17,20.5,6,7.2,M,35344,79.2
630,2004,72,57,79.2,29,40.3,50.9,1,1.4,1.8,28,38.9,49.1,28,38.9,49.1,12,16.7,3,4.2,M,35344,51.9
631,2005,104,54,51.9,31,29.8,57.4,6,5.8,11.1,25,24.0,46.3,23,22.1,42.6,35,33.7,11,10.6,M,35344,63.0
633,2001,74,27,36.5,4,5.4,14.8,0,0.0,0.0,4,5.4,14.8,23,31.1,85.2,31,41.9,15,20.3,M,35344,37.5
634,2002,64,24,37.5,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,24,37.5,100.0,22,34.4,17,26.6,M,35344,50.0
635,2003,54,27,50.0,15,27.8,55.6,0,0.0,0.0,15,27.8,55.6,12,22.2,44.4,16,29.6,11,20.4,M,35344,52.2
636,2004,67,35,52.2,18,26.9,51.4,0,0.0,0.0,18,26.9,51.4,17,25.4,48.6,22,32.8,8,11.9,M,35344,58.3
637,2005,72,42,58.3,23,31.9,54.8,0,0.0,0.0,23,31.9,54.8,19,26.4,45.2,18,25.0,5,6.9,M,35344,71.40000000000002
639,2001,63,61,96.8,44,69.8,72.09999999999998,10,15.9,16.4,34,54.0,55.7,17,27.0,27.9,2,3.2,0,0.0,M,35344,100.0
640,2002,54,54,100.0,42,77.8,77.8,9,16.7,16.7,33,61.1,61.1,12,22.2,22.2,0,0.0,0,0.0,M,35344,98.4
641,2003,64,63,98.4,46,71.90000000000002,73.0,12,18.8,19.0,34,53.1,54.0,17,26.6,27.0,1,1.6,0,0.0,M,35344,94.1
642,2004,51,48,94.1,41,80.4,85.4,8,15.7,16.7,33,64.7,68.8,7,13.7,14.6,3,5.9,0,0.0,M,35344,98.3
643,2005,59,58,98.3,50,84.7,86.2,7,11.9,12.1,43,72.9,74.09999999999998,8,13.6,13.8,1,1.7,0,0.0,M,35344,100.0
645,2001,55,29,52.7,3,5.5,10.3,0,0.0,0.0,3,5.5,10.3,26,47.3,89.7,19,34.5,7,12.7,M,35344,68.3
646,2002,41,28,68.3,13,31.7,46.4,1,2.4,3.6,12,29.3,42.9,15,36.6,53.6,7,17.1,5,12.2,M,35344,55.9
647,2003,68,38,55.9,20,29.4,52.6,4,5.9,10.5,16,23.5,42.1,18,26.5,47.4,25,36.8,5,7.4,M,35344,48.3
648,2004,89,43,48.3,18,20.2,41.9,0,0.0,0.0,18,20.2,41.9,25,28.1,58.1,27,30.3,17,19.1,M,35344,49.4
649,2005,85,42,49.4,17,20.0,40.5,1,1.2,2.4,16,18.8,38.1,25,29.4,59.5,30,35.3,10,11.8,M,35344,44.0
651,2001,52,29,55.8,14,26.9,48.3,0,0.0,0.0,14,26.9,48.3,15,28.8,51.7,15,28.8,7,13.5,M,35344,70.8
652,2002,72,51,70.8,39,54.2,76.5,11,15.3,21.6,28,38.9,54.9,12,16.7,23.5,13,18.1,7,9.7,M,35344,51.7
653,2003,60,31,51.7,22,36.7,71.0,6,10.0,19.4,16,26.7,51.6,9,15.0,29.0,17,28.3,11,18.3,M,35344,57.6
654,2004,59,34,57.6,18,30.5,52.9,4,6.8,11.8,14,23.7,41.2,16,27.1,47.1,16,27.1,7,11.9,M,35344,54.8
655,2005,84,46,54.8,28,33.3,60.9,3,3.6,6.5,25,29.8,54.3,18,21.4,39.1,31,36.9,7,8.3,M,35344,64.0
657,2001,58,13,22.4,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,13,22.4,100.0,25,43.1,16,27.6,M,35344,40.5
658,2002,74,30,40.5,17,23.0,56.7,0,0.0,0.0,17,23.0,56.7,13,17.6,43.3,28,37.8,14,18.9,M,35344,37.7
659,2003,53,20,37.7,9,17.0,45.0,0,0.0,0.0,9,17.0,45.0,11,20.8,55.0,23,43.4,5,9.4,M,35344,59.1
660,2004,44,26,59.1,11,25.0,42.3,0,0.0,0.0,11,25.0,42.3,15,34.1,57.7,9,20.5,7,15.9,M,35344,54.4
661,2005,57,31,54.4,17,29.8,54.8,1,1.8,3.2,16,28.1,51.6,14,24.6,45.2,12,21.1,11,19.3,M,35344,77.8
666,2004,80,41,51.3,18,22.5,43.9,1,1.3,2.4,17,21.3,41.5,23,28.8,56.1,27,33.8,7,8.800000000000002,X,27243,50.0
667,2005,94,47,50.0,20,21.3,42.6,0,0.0,0.0,20,21.3,42.6,27,28.7,57.4,34,36.2,11,11.7,X,27243,61.5
670,2004,84,56,66.7,24,28.6,42.9,1,1.2,1.8,23,27.4,41.1,32,38.1,57.1,23,27.4,3,3.6,X,27243,64.7
671,2005,85,55,64.7,34,40.0,61.8,0,0.0,0.0,34,40.0,61.8,21,24.7,38.2,25,29.4,5,5.9,X,27243,72.0
675,2004,70,37,52.9,7,10.0,18.9,0,0.0,0.0,7,10.0,18.9,30,42.9,81.09999999999998,23,32.9,8,11.4,X,27243,53.5
676,2005,71,38,53.5,19,26.8,50.0,0,0.0,0.0,19,26.8,50.0,19,26.8,50.0,16,22.5,13,18.3,X,27243,43.2
680,2005,53,39,73.59999999999998,30,56.6,76.9,8,15.1,20.5,22,41.5,56.4,9,17.0,23.1,10,18.9,2,3.8,X,27243,81.7
683,2005,104,92,88.5,71,68.3,77.2,7,6.7,7.6,64,61.5,69.6,21,20.2,22.8,8,7.7,2,1.9,X,27243,85.0
686,2005,93,73,78.5,67,72.0,91.8,26,28.0,35.6,41,44.1,56.2,6,6.5,8.2,19,20.4,0,0.0,X,27243,93.0
688,2005,103,70,68.0,51,49.5,72.9,0,0.0,0.0,51,49.5,72.9,19,18.4,27.1,16,15.5,15,14.6,X,27243,80.0
691,2005,62,42,67.7,26,41.9,61.9,3,4.8,7.1,23,37.1,54.8,16,25.8,38.1,1,1.6,15,24.2,X,27243,55.2
695,2003,66,48,72.7,6,9.1,12.5,0,0.0,0.0,6,9.1,12.5,42,63.6,87.5,11,16.7,3,4.5,X,27243,68.9
696,2004,90,62,68.9,9,10.0,14.5,0,0.0,0.0,9,10.0,14.5,53,58.9,85.5,19,21.1,3,3.3,X,27243,86.9
697,2005,61,53,86.9,20,32.8,37.7,0,0.0,0.0,20,32.8,37.7,33,54.1,62.3,0,0.0,5,8.2,X,27243,68.7
702,2001,41,21,51.2,21,51.2,100.0,0,0.0,0.0,21,51.2,100.0,0,0.0,0.0,20,48.8,0,0.0,X,27243,56.0
703,2002,50,28,56.0,11,22.0,39.3,0,0.0,0.0,11,22.0,39.3,17,34.0,60.7,13,26.0,6,12.0,X,27243,47.5
704,2003,61,29,47.5,7,11.5,24.1,0,0.0,0.0,7,11.5,24.1,22,36.1,75.9,26,42.6,1,1.6,X,27243,68.2
705,2004,66,45,68.2,21,31.8,46.7,0,0.0,0.0,21,31.8,46.7,24,36.4,53.3,17,25.8,3,4.5,X,27243,73.8
706,2005,61,45,73.8,22,36.1,48.9,1,1.6,2.2,21,34.4,46.7,23,37.7,51.1,2,3.3,7,11.5,X,27243,65.9
708,2001,57,40,70.2,10,17.5,25.0,0,0.0,0.0,10,17.5,25.0,30,52.6,75.0,13,22.8,3,5.3,X,27243,69.1
709,2002,68,47,69.1,16,23.5,34.0,0,0.0,0.0,16,23.5,34.0,31,45.6,66.0,13,19.1,1,1.5,X,27243,67.2
710,2003,67,45,67.2,16,23.9,35.6,0,0.0,0.0,16,23.9,35.6,29,43.3,64.4,20,29.9,2,3.0,X,27243,75.0
711,2004,92,69,75.0,21,22.8,30.4,0,0.0,0.0,21,22.8,30.4,48,52.2,69.6,14,15.2,7,7.6,X,27243,77.09999999999998
712,2005,83,64,77.09999999999998,24,28.9,37.5,0,0.0,0.0,24,28.9,37.5,40,48.2,62.5,5,6.0,10,12.0,X,27243,60.2
715,2002,71,37,52.1,27,38.0,73.0,8,11.3,21.6,19,26.8,51.4,10,14.1,27.0,25,35.20000000000001,8,11.3,X,27243,19.6
716,2003,112,22,19.6,15,13.4,68.2,7,6.3,31.8,8,7.1,36.4,7,6.3,31.8,56,50.0,26,23.2,X,27243,45.4
717,2004,108,49,45.4,41,38.0,83.7,13,12.0,26.5,28,25.9,57.1,8,7.4,16.3,39,36.1,18,16.7,X,27243,64.7
718,2005,102,66,64.7,48,47.1,72.7,20,19.6,30.3,28,27.5,42.4,18,17.6,27.3,2,2.0,28,27.5,X,27243,52.7
720,2002,65,45,69.2,15,23.1,33.3,0,0.0,0.0,15,23.1,33.3,30,46.2,66.7,12,18.5,6,9.2,X,27243,74.0
721,2003,131,97,74.0,55,42.0,56.7,0,0.0,0.0,55,42.0,56.7,42,32.1,43.3,20,15.3,13,9.9,X,27243,83.3
722,2004,84,70,83.3,56,66.7,80.0,14,16.7,20.0,42,50.0,60.0,14,16.7,20.0,12,14.3,2,2.4,X,27243,95.8
723,2005,72,69,95.8,60,83.3,87.0,20,27.8,29.0,40,55.6,58.0,9,12.5,13.0,1,1.4,1,1.4,X,27243,84.5
726,2002,55,35,63.6,15,27.3,42.9,0,0.0,0.0,15,27.3,42.9,21,38.2,60.0,14,25.5,5,9.1,X,27243,31.6
727,2003,76,24,31.6,15,19.7,62.5,0,0.0,0.0,15,19.7,62.5,9,11.8,37.5,31,40.8,18,23.7,X,27243,57.5
728,2004,73,42,57.5,25,34.2,59.5,0,0.0,0.0,25,34.2,59.5,17,23.3,40.5,25,34.2,3,4.1,X,27243,77.4
729,2005,62,48,77.4,30,48.4,62.5,0,0.0,0.0,30,48.4,62.5,18,29.0,37.5,5,8.1,2,3.2,X,27243,50.4
731,2001,43,29,67.4,18,41.9,62.1,1,2.3,3.4,17,39.5,58.6,11,25.6,37.9,8,18.6,3,7.0,X,27243,62.5
732,2002,72,45,62.5,32,44.4,71.1,2,2.8,4.4,30,41.7,66.7,13,18.1,28.9,12,16.7,12,16.7,X,27243,68.7
733,2003,115,79,68.7,41,35.70000000000001,51.9,6,5.2,7.6,35,30.4,44.3,38,33.0,48.1,22,19.1,9,7.8,X,27243,68.5
734,2004,127,87,68.5,60,47.2,69.0,5,3.9,5.7,55,43.3,63.2,27,21.3,31.0,23,18.1,15,11.8,X,27243,67.3
735,2005,98,66,67.3,45,45.9,68.2,4,4.1,6.1,41,41.8,62.1,21,21.4,31.8,24,24.5,5,5.1,X,27243,82.8
738,2004,66,58,87.9,37,56.1,63.8,1,1.5,1.7,36,54.5,62.1,21,31.8,36.2,5,7.6,3,4.5,X,27243,76.8
739,2005,69,53,76.8,32,46.4,60.4,1,1.4,1.9,31,44.9,58.5,21,30.4,39.6,14,20.3,1,1.4,X,27243,81.59999999999998
741,2001,136,103,75.7,1,0.7,1.0,1,0.7,1.0,0,0.0,0.0,102,75.0,99.0,15,11.0,11,8.1,X,27243,68.3
742,2002,145,99,68.3,50,34.5,50.5,4,2.8,4.0,46,31.7,46.5,49,33.8,49.5,25,17.2,17,11.7,X,27243,61.5
743,2003,179,110,61.5,59,33.0,53.6,3,1.7,2.7,56,31.3,50.9,51,28.5,46.4,42,23.5,20,11.2,X,27243,62.2
744,2004,143,89,62.2,57,39.9,64.0,3,2.1,3.4,54,37.8,60.7,32,22.4,36.0,35,24.5,13,9.1,X,27243,60.3
745,2005,156,94,60.3,59,37.8,62.8,13,8.3,13.8,46,29.5,48.9,35,22.4,37.2,38,24.4,14,9.0,X,27243,71.3
747,2002,44,29,65.9,7,15.9,24.1,0,0.0,0.0,7,15.9,24.1,22,50.0,75.9,10,22.7,2,4.5,X,27243,66.0
748,2003,47,31,66.0,22,46.8,71.0,0,0.0,0.0,22,46.8,71.0,9,19.1,29.0,10,21.3,5,10.6,X,27243,79.2
749,2004,48,38,79.2,17,35.4,44.7,0,0.0,0.0,17,35.4,44.7,21,43.8,55.3,7,14.6,3,6.3,X,27243,82.1
750,2005,39,32,82.1,26,66.7,81.3,2,5.1,6.3,24,61.5,75.0,6,15.4,18.8,1,2.6,5,12.8,X,27243,83.0
753,2002,48,1,2.1,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,2.1,100.0,36,75.0,11,22.9,M,36697,5.6
754,2003,71,4,5.6,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,4,5.6,100.0,39,54.9,28,39.4,M,36697,3.9
755,2004,77,3,3.9,1,1.3,33.3,0,0.0,0.0,1,1.3,33.3,2,2.6,66.7,52,67.5,22,28.6,M,36697,8.2
756,2005,85,7,8.2,1,1.2,14.3,0,0.0,0.0,1,1.2,14.3,6,7.1,85.7,50,58.8,24,28.2,M,36697,13.6
760,2004,85,55,64.7,53,62.4,96.4,3,3.5,5.5,50,58.8,90.9,2,2.4,3.6,27,31.8,3,3.5,M,36697,75.0
761,2005,92,69,75.0,67,72.8,97.1,2,2.2,2.9,65,70.7,94.2,2,2.2,2.9,14,15.2,7,7.6,M,36697,76.0
765,2001,37,27,73.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,27,73.0,100.0,8,21.6,0,0.0,M,36697,76.09999999999998
766,2002,46,35,76.09999999999998,6,13.0,17.1,0,0.0,0.0,6,13.0,17.1,29,63.0,82.9,11,23.9,0,0.0,M,36697,71.2
767,2003,52,37,71.2,11,21.2,29.7,0,0.0,0.0,11,21.2,29.7,26,50.0,70.3,14,26.9,1,1.9,M,36697,62.1
768,2004,58,36,62.1,17,29.3,47.2,2,3.4,5.6,15,25.9,41.7,19,32.8,52.8,19,32.8,3,5.2,M,36697,56.0
769,2005,84,47,56.0,23,27.4,48.9,1,1.2,2.1,22,26.2,46.8,24,28.6,51.1,21,25.0,10,11.9,M,36697,71.8
771,2001,134,121,90.3,115,85.8,95.0,75,56.0,62.0,40,29.9,33.1,6,4.5,5.0,7,5.2,3,2.2,M,36697,78.9
772,2002,171,135,78.9,110,64.3,81.5,44,25.7,32.6,66,38.6,48.9,25,14.6,18.5,19,11.1,6,3.5,M,36697,84.3
773,2003,197,166,84.3,156,79.2,94.0,56,28.4,33.7,100,50.8,60.2,10,5.1,6.0,21,10.7,7,3.6,M,36697,67.8
774,2004,208,141,67.8,135,64.9,95.7,42,20.2,29.8,93,44.7,66.0,6,2.9,4.3,56,26.9,11,5.3,M,36697,78.8
775,2005,212,167,78.8,154,72.59999999999998,92.2,60,28.3,35.9,94,44.3,56.3,13,6.1,7.8,31,14.6,7,3.3,M,36697,84.9
777,2001,72,60,83.3,25,34.7,41.7,0,0.0,0.0,25,34.7,41.7,35,48.6,58.3,6,8.3,4,5.6,M,36697,81.5
778,2002,54,44,81.5,17,31.5,38.6,0,0.0,0.0,17,31.5,38.6,27,50.0,61.4,8,14.8,2,3.7,M,36697,66.7
779,2003,72,48,66.7,17,23.6,35.4,0,0.0,0.0,17,23.6,35.4,31,43.1,64.6,16,22.2,7,9.7,M,36697,73.9
780,2004,88,65,73.9,37,42.0,56.9,0,0.0,0.0,37,42.0,56.9,28,31.8,43.1,15,17.0,3,3.4,M,36697,87.9
781,2005,99,87,87.9,61,61.6,70.1,7,7.1,8.0,54,54.5,62.1,26,26.3,29.9,8,8.1,2,2.0,M,36697,71.6
783,2001,72,42,58.3,28,38.9,66.7,0,0.0,0.0,28,38.9,66.7,14,19.4,33.3,21,29.2,6,8.3,M,36697,50.7
784,2002,73,37,50.7,27,37.0,73.0,0,0.0,0.0,27,37.0,73.0,10,13.7,27.0,23,31.5,12,16.4,M,36697,42.9
785,2003,91,39,42.9,22,24.2,56.4,0,0.0,0.0,22,24.2,56.4,17,18.7,43.6,22,24.2,21,23.1,M,36697,47.3
786,2004,91,43,47.3,29,31.9,67.4,0,0.0,0.0,29,31.9,67.4,14,15.4,32.6,32,35.20000000000001,14,15.4,M,36697,57.0
787,2005,135,77,57.0,61,45.2,79.2,3,2.2,3.9,58,43.0,75.3,16,11.9,20.8,40,29.6,13,9.6,M,36697,54.5
789,2002,85,1,1.2,1,1.2,100.0,1,1.2,100.0,0,0.0,0.0,0,0.0,0.0,1,1.2,1,1.2,M,36697,100.0
790,2003,80,80,100.0,80,100.0,100.0,66,82.5,82.5,14,17.5,17.5,0,0.0,0.0,0,0.0,0,0.0,M,36697,98.3
791,2004,118,116,98.3,116,98.3,100.0,102,86.4,87.9,14,11.9,12.1,0,0.0,0.0,2,1.7,0,0.0,M,36697,99.1
792,2005,108,107,99.1,107,99.1,100.0,102,94.4,95.3,5,4.6,4.7,0,0.0,0.0,0,0.0,1,0.9,M,36697,99.1
796,2001,89,70,78.7,35,39.3,50.0,0,0.0,0.0,35,39.3,50.0,35,39.3,50.0,17,19.1,2,2.2,X,24590,81.5
797,2002,130,106,81.5,47,36.2,44.3,9,6.9,8.5,38,29.2,35.8,59,45.4,55.7,20,15.4,3,2.3,X,24590,84.9
798,2003,93,79,84.9,61,65.6,77.2,15,16.1,19.0,46,49.5,58.2,18,19.4,22.8,9,9.7,2,2.2,X,24590,81.4
799,2004,140,114,81.4,86,61.4,75.4,25,17.9,21.9,61,43.6,53.5,28,20.0,24.6,20,14.3,4,2.9,X,24590,77.8
800,2005,135,105,77.8,78,57.8,74.3,17,12.6,16.2,61,45.2,58.1,27,20.0,25.7,22,16.3,6,4.4,X,24590,89.6
803,2004,62,55,88.7,54,87.1,98.2,7,11.3,12.7,47,75.8,85.5,1,1.6,1.8,1,1.6,2,3.2,X,24590,75.0
804,2005,76,57,75.0,43,56.6,75.4,22,28.9,38.6,21,27.6,36.8,14,18.4,24.6,6,7.9,9,11.8,X,24590,82.2
806,2005,71,65,91.5,53,74.59999999999998,81.5,4,5.6,6.2,49,69.0,75.4,12,16.9,18.5,5,7.0,1,1.4,X,24590,93.5
808,2004,82,73,89.0,55,67.1,75.3,0,0.0,0.0,55,67.1,75.3,18,22.0,24.7,8,9.8,1,1.2,X,24590,90.3
